Location,Year,Age,Sex,Cause,Measure,Value,Lower bound,Upper bound
North America,2015,Under 5 years,Both,Osteoarthritis,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Low back and neck pain,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Gout,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Other musculoskeletal disorders,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Congenital anomalies,Percent of total DALYs,0.213459924,0.189729486,0.26034736
North America,2015,Under 5 years,Both,Skin and subcutaneous diseases,Percent of total DALYs,0.043758623,0.032065968,0.056974264
North America,2015,Under 5 years,Both,Sense organ diseases,Percent of total DALYs,0.008191464,0.005408674,0.011546939
North America,2015,Under 5 years,Both,Oral disorders,Percent of total DALYs,0.000559131,0.000221728,0.001111428
North America,2015,Under 5 years,Both,Sudden infant death syndrome,Percent of total DALYs,0.054982425,0.047594985,0.062266738
North America,2015,Under 5 years,Both,Road injuries,Percent of total DALYs,0.018807665,0.017061945,0.020879869
North America,2015,Under 5 years,Both,Other transport injuries,Percent of total DALYs,0.000814993,0.000721806,0.000926899
North America,2015,Under 5 years,Both,Falls,Percent of total DALYs,0.003928849,0.003399317,0.004574747
North America,2015,Under 5 years,Both,Drowning,Percent of total DALYs,0.013679393,0.012101648,0.015423986
North America,2015,Under 5 years,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.006755432,0.006113428,0.00761679
North America,2015,Under 5 years,Both,Poisonings,Percent of total DALYs,0.002458073,0.002184625,0.002742384
North America,2015,Under 5 years,Both,Adverse effects of medical treatment,Percent of total DALYs,0.004790192,0.004032792,0.005755029
North America,2015,Under 5 years,Both,Animal contact,Percent of total DALYs,0.000537384,0.000490179,0.000604298
North America,2015,Under 5 years,Both,Foreign body,Percent of total DALYs,0.010689352,0.009454487,0.012040753
North America,2015,Under 5 years,Both,Other unintentional injuries,Percent of total DALYs,0.000792419,0.000702741,0.00090206
North America,2015,Under 5 years,Both,Self-harm,Percent of total DALYs,1.64E-05,9.88E-06,2.51E-05
North America,2015,Under 5 years,Both,Interpersonal violence,Percent of total DALYs,0.020444909,0.018323954,0.023134175
North America,2015,Under 5 years,Both,Collective violence and legal intervention,Percent of total DALYs,3.59E-06,1.63E-06,7.52E-06
North America,2015,Under 5 years,Both,Ebola,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Tuberculosis,Percent of total DALYs,0.003854824,0.002546942,0.006794512
South Asia,2015,Under 5 years,Both,Diarrheal diseases,Percent of total DALYs,0.080257725,0.069762509,0.092033561
South Asia,2015,Under 5 years,Both,Intestinal infectious diseases,Percent of total DALYs,0.015974868,0.008741853,0.026979758
South Asia,2015,Under 5 years,Both,Lower respiratory infections,Percent of total DALYs,0.114013475,0.10350219,0.125246065
South Asia,2015,Under 5 years,Both,Upper respiratory infections,Percent of total DALYs,0.000548355,0.000336089,0.000886535
South Asia,2015,Under 5 years,Both,Otitis media,Percent of total DALYs,0.001306916,0.000844984,0.00193369
South Asia,2015,Under 5 years,Both,Meningitis,Percent of total DALYs,0.023496859,0.01850983,0.031527212
South Asia,2015,Under 5 years,Both,Encephalitis,Percent of total DALYs,0.012281844,0.010148268,0.014323377
South Asia,2015,Under 5 years,Both,Diphtheria,Percent of total DALYs,6.59E-05,3.16E-05,0.000131255
South Asia,2015,Under 5 years,Both,Whooping cough,Percent of total DALYs,0.007043154,0.001016175,0.023109182
South Asia,2015,Under 5 years,Both,Tetanus,Percent of total DALYs,0.006715113,0.005251779,0.008406791
South Asia,2015,Under 5 years,Both,Measles,Percent of total DALYs,0.009547766,0.003401929,0.02106843
South Asia,2015,Under 5 years,Both,Varicella and herpes zoster,Percent of total DALYs,0.000281512,0.000151577,0.000511868
South Asia,2015,Under 5 years,Both,Malaria,Percent of total DALYs,0.005437465,0.003125857,0.009007137
South Asia,2015,Under 5 years,Both,Chagas disease,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Leishmaniasis,Percent of total DALYs,0.001081842,0.000744867,0.001457941
South Asia,2015,Under 5 years,Both,African trypanosomiasis,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Schistosomiasis,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Cysticercosis,Percent of total DALYs,1.53E-07,8.84E-08,2.47E-07
South Asia,2015,Under 5 years,Both,Cystic echinococcosis,Percent of total DALYs,7.84E-06,5.86E-06,1.04E-05
South Asia,2015,Under 5 years,Both,Lymphatic filariasis,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Onchocerciasis,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Trachoma,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Dengue,Percent of total DALYs,0.000506617,0.000256121,0.000701379
South Asia,2015,Under 5 years,Both,Yellow fever,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Rabies,Percent of total DALYs,0.00025335,0.000165589,0.000399522
South Asia,2015,Under 5 years,Both,Intestinal nematode infections,Percent of total DALYs,0.000568535,0.000427304,0.000778404
South Asia,2015,Under 5 years,Both,Other neglected tropical diseases,Percent of total DALYs,0.003494791,0.002556811,0.004517828
South Asia,2015,Under 5 years,Both,Maternal hemorrhage,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Maternal sepsis and other maternal infections,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Maternal hypertensive disorders,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Maternal obstructed labor and uterine rupture,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Indirect maternal deaths,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Late maternal deaths,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Other maternal disorders,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Neonatal preterm birth complications,Percent of total DALYs,0.200264681,0.177213423,0.229917233
South Asia,2015,Under 5 years,Both,Neonatal encephalopathy due to birth asphyxia and trauma,Percent of total DALYs,0.215029966,0.193199402,0.240255553
South Asia,2015,Under 5 years,Both,Neonatal sepsis and other neonatal infections,Percent of total DALYs,0.032836181,0.01644246,0.048055306
South Asia,2015,Under 5 years,Both,Other neonatal disorders,Percent of total DALYs,0.038965893,0.025555849,0.053315348
South Asia,2015,Under 5 years,Both,Protein-energy malnutrition,Percent of total DALYs,0.017092542,0.013402547,0.022296394
South Asia,2015,Under 5 years,Both,Iodine deficiency,Percent of total DALYs,0.000185292,9.15E-05,0.000332732
South Asia,2015,Under 5 years,Both,Vitamin A deficiency,Percent of total DALYs,6.07E-05,3.17E-05,0.000102133
South Asia,2015,Under 5 years,Both,Iron-deficiency anemia,Percent of total DALYs,0.023710808,0.016483069,0.032864233
South Asia,2015,Under 5 years,Both,Other nutritional deficiencies,Percent of total DALYs,0.002271456,0.001424304,0.003261668
South Asia,2015,Under 5 years,Both,Sexually transmitted diseases excluding HIV,Percent of total DALYs,0.007770476,0.004284453,0.012202452
South Asia,2015,Under 5 years,Both,Hepatitis,Percent of total DALYs,0.003864899,0.003366943,0.00442021
South Asia,2015,Under 5 years,Both,Leprosy,Percent of total DALYs,1.75E-08,1.10E-08,2.61E-08
South Asia,2015,Under 5 years,Both,Other infectious diseases,Percent of total DALYs,0.004993487,0.002829985,0.007372855
South Asia,2015,Under 5 years,Both,Esophageal cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Stomach cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Liver cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Larynx cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,"Tracheal, bronchus, and lung cancer",Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Breast cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Cervical cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Uterine cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Prostate cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Colon and rectum cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Lip and oral cavity cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Nasopharynx cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Other pharynx cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Gallbladder and biliary tract cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Pancreatic cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Malignant skin melanoma,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Non-melanoma skin cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Ovarian cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Testicular cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Kidney cancer,Percent of total DALYs,8.60E-05,7.21E-05,0.000104849
South Asia,2015,Under 5 years,Both,Bladder cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Brain and nervous system cancer,Percent of total DALYs,0.000456168,0.000357019,0.000580326
South Asia,2015,Under 5 years,Both,Thyroid cancer,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Mesothelioma,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Hodgkin lymphoma,Percent of total DALYs,3.86E-05,3.00E-05,5.03E-05
South Asia,2015,Under 5 years,Both,Multiple myeloma,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Leukemia,Percent of total DALYs,0.001635445,0.001293725,0.002063689
South Asia,2015,Under 5 years,Both,Other neoplasms,Percent of total DALYs,0.000737707,0.000617999,0.000856279
South Asia,2015,Under 5 years,Both,Rheumatic heart disease,Percent of total DALYs,0.000576113,0.000453811,0.000708489
South Asia,2015,Under 5 years,Both,Ischemic heart disease,Percent of total DALYs,0.000883249,0.000734812,0.001074198
South Asia,2015,Under 5 years,Both,Cerebrovascular disease,Percent of total DALYs,0.002063414,0.001825587,0.002378647
South Asia,2015,Under 5 years,Both,Hypertensive heart disease,Percent of total DALYs,0.000146267,0.000119632,0.000188722
South Asia,2015,Under 5 years,Both,Cardiomyopathy and myocarditis,Percent of total DALYs,0.000459563,0.000390262,0.000522497
South Asia,2015,Under 5 years,Both,Atrial fibrillation and flutter,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Aortic aneurysm,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Peripheral vascular disease,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Endocarditis,Percent of total DALYs,0.000151831,5.72E-05,0.000203625
South Asia,2015,Under 5 years,Both,Other cardiovascular and circulatory diseases,Percent of total DALYs,9.23E-05,7.16E-05,0.00012446
South Asia,2015,Under 5 years,Both,Chronic obstructive pulmonary disease,Percent of total DALYs,0.003995746,0.002959705,0.005503493
South Asia,2015,Under 5 years,Both,Pneumoconiosis,Percent of total DALYs,3.00E-06,1.80E-06,4.44E-06
South Asia,2015,Under 5 years,Both,Asthma,Percent of total DALYs,0.002761746,0.002079146,0.003695729
South Asia,2015,Under 5 years,Both,Other chronic respiratory diseases,Percent of total DALYs,0.003041482,0.002184589,0.004308539
East Asia & Pacific,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
Europe & Central Asia,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Peptic ulcer disease,Percent of total DALYs,0.000220304,0.000127546,0.000392142
South Asia,2015,Under 5 years,Both,Gastritis and duodenitis,Percent of total DALYs,0.000156352,0.000100264,0.000241698
South Asia,2015,Under 5 years,Both,Appendicitis,Percent of total DALYs,0.000360766,0.000187452,0.000688161
South Asia,2015,Under 5 years,Both,Paralytic ileus and intestinal obstruction,Percent of total DALYs,0.001349424,0.000834722,0.002279379
South Asia,2015,Under 5 years,Both,"Inguinal, femoral, and abdominal hernia",Percent of total DALYs,0.000192327,9.34E-05,0.00040241
South Asia,2015,Under 5 years,Both,Inflammatory bowel disease,Percent of total DALYs,0.000210364,8.64E-05,0.000507274
South Asia,2015,Under 5 years,Both,Vascular intestinal disorders,Percent of total DALYs,4.34E-05,0.000023211,7.93E-05
South Asia,2015,Under 5 years,Both,Gallbladder and biliary diseases,Percent of total DALYs,0.000185889,9.82E-05,0.000351275
South Asia,2015,Under 5 years,Both,Pancreatitis,Percent of total DALYs,5.18E-05,3.21E-05,8.84E-05
South Asia,2015,Under 5 years,Both,Other digestive diseases,Percent of total DALYs,0.000093362,3.43E-05,0.000276318
South Asia,2015,Under 5 years,Both,Alzheimer disease and other dementias,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Parkinson disease,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Epilepsy,Percent of total DALYs,0.003162735,0.002540198,0.0038479
South Asia,2015,Under 5 years,Both,Multiple sclerosis,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Migraine,Percent of total DALYs,0,0,0
Latin America & Caribbean,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Medication overuse headache,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Motor neuron disease,Percent of total DALYs,0.000107951,6.66E-05,0.00014962
South Asia,2015,Under 5 years,Both,Other neurological disorders,Percent of total DALYs,0.000489699,0.000374871,0.000749416
South Asia,2015,Under 5 years,Both,Schizophrenia,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Alcohol use disorders,Percent of total DALYs,6.76E-06,4.32E-06,9.93E-06
South Asia,2015,Under 5 years,Both,Drug use disorders,Percent of total DALYs,2.36E-06,1.77E-06,3.29E-06
South Asia,2015,Under 5 years,Both,Depressive disorders,Percent of total DALYs,2.31E-06,1.01E-06,4.35E-06
South Asia,2015,Under 5 years,Both,Bipolar disorder,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Anxiety disorders,Percent of total DALYs,8.05E-05,4.85E-05,0.000118443
South Asia,2015,Under 5 years,Both,Eating disorders,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Autistic spectrum disorders,Percent of total DALYs,0.001035365,0.000680948,0.001479857
Middle East & North Africa,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Conduct disorder,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Other mental and substance use disorders,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Diabetes mellitus,Percent of total DALYs,0.000374302,0.000286907,0.000443902
South Asia,2015,Under 5 years,Both,Acute glomerulonephritis,Percent of total DALYs,6.28E-05,3.88E-05,8.54E-05
South Asia,2015,Under 5 years,Both,Chronic kidney disease,Percent of total DALYs,0.002491167,0.002143616,0.002866699
South Asia,2015,Under 5 years,Both,Urinary diseases and male infertility,Percent of total DALYs,0.000527599,0.000452277,0.000693766
South Asia,2015,Under 5 years,Both,Gynecological diseases,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.008395984,0.006093121,0.012303726
South Asia,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Rheumatoid arthritis,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Osteoarthritis,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Low back and neck pain,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Gout,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Other musculoskeletal disorders,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Congenital anomalies,Percent of total DALYs,0.056996829,0.045106713,0.064363868
South Asia,2015,Under 5 years,Both,Skin and subcutaneous diseases,Percent of total DALYs,0.006364249,0.00433314,0.008829202
South Asia,2015,Under 5 years,Both,Sense organ diseases,Percent of total DALYs,0.00190938,0.001219671,0.002733903
South Asia,2015,Under 5 years,Both,Oral disorders,Percent of total DALYs,0.000108293,4.62E-05,0.000210007
South Asia,2015,Under 5 years,Both,Sudden infant death syndrome,Percent of total DALYs,0.002705431,0.001998831,0.004415584
South Asia,2015,Under 5 years,Both,Road injuries,Percent of total DALYs,0.006357473,0.004741399,0.008733151
South Asia,2015,Under 5 years,Both,Other transport injuries,Percent of total DALYs,0.000502082,0.000335204,0.000751734
South Asia,2015,Under 5 years,Both,Falls,Percent of total DALYs,0.005673434,0.003323435,0.008374479
South Asia,2015,Under 5 years,Both,Drowning,Percent of total DALYs,0.009030472,0.005279054,0.012724185
South Asia,2015,Under 5 years,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.00244106,0.001400237,0.003343724
South Asia,2015,Under 5 years,Both,Poisonings,Percent of total DALYs,0.001555656,0.000504628,0.003077965
SubSaharan Africa,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Adverse effects of medical treatment,Percent of total DALYs,0.001340285,0.000778445,0.001792347
South Asia,2015,Under 5 years,Both,Animal contact,Percent of total DALYs,0.002144768,0.001037234,0.004346211
South Asia,2015,Under 5 years,Both,Foreign body,Percent of total DALYs,0.004845814,0.002609119,0.007590663
South Asia,2015,Under 5 years,Both,Other unintentional injuries,Percent of total DALYs,0.002395466,0.001870625,0.003066969
South Asia,2015,Under 5 years,Both,Self-harm,Percent of total DALYs,2.86E-06,1.81E-06,4.15E-06
South Asia,2015,Under 5 years,Both,Interpersonal violence,Percent of total DALYs,0.001309081,0.000894977,0.00185128
East Asia & Pacific,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Collective violence and legal intervention,Percent of total DALYs,0.002066243,0.000865705,0.003291164
Europe & Central Asia,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
Latin America & Caribbean,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Ebola,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Tuberculosis,Percent of total DALYs,0.00446213,0.003398043,0.006143921
Middle East & North Africa,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Diarrheal diseases,Percent of total DALYs,0.10471711,0.090439682,0.119270858
SubSaharan Africa,2015,Under 5 years,Both,Intestinal infectious diseases,Percent of total DALYs,0.002025694,0.000901631,0.004204718
SubSaharan Africa,2015,Under 5 years,Both,Lower respiratory infections,Percent of total DALYs,0.114347595,0.102128073,0.128569057
SubSaharan Africa,2015,Under 5 years,Both,Upper respiratory infections,Percent of total DALYs,0.000436236,0.000293587,0.000649029
SubSaharan Africa,2015,Under 5 years,Both,Otitis media,Percent of total DALYs,0.000884499,0.000619927,0.001240148
SubSaharan Africa,2015,Under 5 years,Both,Meningitis,Percent of total DALYs,0.036438987,0.027379956,0.051169455
SubSaharan Africa,2015,Under 5 years,Both,Encephalitis,Percent of total DALYs,0.003375244,0.002769251,0.004103748
SubSaharan Africa,2015,Under 5 years,Both,Diphtheria,Percent of total DALYs,0.000451211,0.000135617,0.001227976
SubSaharan Africa,2015,Under 5 years,Both,Whooping cough,Percent of total DALYs,0.01182952,0.00365555,0.027270804
SubSaharan Africa,2015,Under 5 years,Both,Tetanus,Percent of total DALYs,0.003650656,0.002878226,0.005065313
SubSaharan Africa,2015,Under 5 years,Both,Measles,Percent of total DALYs,0.010957188,0.003583394,0.026744046
SubSaharan Africa,2015,Under 5 years,Both,Varicella and herpes zoster,Percent of total DALYs,0.000282788,0.000147971,0.00053705
SubSaharan Africa,2015,Under 5 years,Both,Malaria,Percent of total DALYs,0.152243208,0.106832086,0.198684197
SubSaharan Africa,2015,Under 5 years,Both,Chagas disease,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Leishmaniasis,Percent of total DALYs,0.000381108,0.000218947,0.000611008
SubSaharan Africa,2015,Under 5 years,Both,African trypanosomiasis,Percent of total DALYs,8.52E-05,4.32E-05,0.000144051
SubSaharan Africa,2015,Under 5 years,Both,Schistosomiasis,Percent of total DALYs,0.000180514,9.23E-05,0.000333224
SubSaharan Africa,2015,Under 5 years,Both,Cysticercosis,Percent of total DALYs,2.17E-06,1.05E-06,4.14E-06
SubSaharan Africa,2015,Under 5 years,Both,Cystic echinococcosis,Percent of total DALYs,1.44E-05,1.16E-05,1.75E-05
SubSaharan Africa,2015,Under 5 years,Both,Lymphatic filariasis,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Onchocerciasis,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Trachoma,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Dengue,Percent of total DALYs,5.38E-05,0.000025747,9.41E-05
SubSaharan Africa,2015,Under 5 years,Both,Yellow fever,Percent of total DALYs,0.000142959,2.74E-05,0.000405644
SubSaharan Africa,2015,Under 5 years,Both,Rabies,Percent of total DALYs,0.000537048,0.000355049,0.000800127
SubSaharan Africa,2015,Under 5 years,Both,Intestinal nematode infections,Percent of total DALYs,0.000681824,0.000541548,0.000859135
North America,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Other neglected tropical diseases,Percent of total DALYs,0.002897647,0.001919998,0.004876809
SubSaharan Africa,2015,Under 5 years,Both,Maternal hemorrhage,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Maternal sepsis and other maternal infections,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Maternal hypertensive disorders,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Maternal obstructed labor and uterine rupture,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Indirect maternal deaths,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Late maternal deaths,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Other maternal disorders,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Neonatal preterm birth complications,Percent of total DALYs,0.073424859,0.062333898,0.08585878
SubSaharan Africa,2015,Under 5 years,Both,Neonatal encephalopathy due to birth asphyxia and trauma,Percent of total DALYs,0.072888654,0.059137012,0.088961781
SubSaharan Africa,2015,Under 5 years,Both,Neonatal sepsis and other neonatal infections,Percent of total DALYs,0.076534505,0.055895116,0.103510304
SubSaharan Africa,2015,Under 5 years,Both,Maternal abortion,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Other neonatal disorders,Percent of total DALYs,0.031436118,0.021629807,0.043164975
SubSaharan Africa,2015,Under 5 years,Both,Protein-energy malnutrition,Percent of total DALYs,0.050964285,0.037809302,0.066076887
SubSaharan Africa,2015,Under 5 years,Both,Iodine deficiency,Percent of total DALYs,0.000147584,6.83E-05,0.000292418
SubSaharan Africa,2015,Under 5 years,Both,Vitamin A deficiency,Percent of total DALYs,3.00E-05,1.57E-05,4.95E-05
SubSaharan Africa,2015,Under 5 years,Both,Iron-deficiency anemia,Percent of total DALYs,0.015316732,0.011069212,0.020803246
SubSaharan Africa,2015,Under 5 years,Both,Other nutritional deficiencies,Percent of total DALYs,0.000277365,0.000164333,0.000438715
SubSaharan Africa,2015,Under 5 years,Both,Sexually transmitted diseases excluding HIV,Percent of total DALYs,0.022323233,0.012355995,0.036101806
SubSaharan Africa,2015,Under 5 years,Both,Hepatitis,Percent of total DALYs,0.00068967,0.000588883,0.000807585
SubSaharan Africa,2015,Under 5 years,Both,Leprosy,Percent of total DALYs,2.85E-08,1.80E-08,4.34E-08
SubSaharan Africa,2015,Under 5 years,Both,Other infectious diseases,Percent of total DALYs,0.007334514,0.00432391,0.010370626
SubSaharan Africa,2015,Under 5 years,Both,Esophageal cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Stomach cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Liver cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Larynx cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,"Tracheal, bronchus, and lung cancer",Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Breast cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Cervical cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Uterine cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Prostate cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Colon and rectum cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Lip and oral cavity cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Nasopharynx cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Other pharynx cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Gallbladder and biliary tract cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Pancreatic cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Malignant skin melanoma,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Non-melanoma skin cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Ovarian cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Testicular cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Kidney cancer,Percent of total DALYs,0.000522398,0.000218924,0.000971111
SubSaharan Africa,2015,Under 5 years,Both,Bladder cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Brain and nervous system cancer,Percent of total DALYs,0.000385659,0.000264928,0.000717788
SubSaharan Africa,2015,Under 5 years,Both,Thyroid cancer,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Mesothelioma,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Hodgkin lymphoma,Percent of total DALYs,1.78E-05,1.05E-05,0.000026348
SubSaharan Africa,2015,Under 5 years,Both,Multiple myeloma,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Leukemia,Percent of total DALYs,0.001161251,0.000862142,0.001589752
SubSaharan Africa,2015,Under 5 years,Both,Other neoplasms,Percent of total DALYs,0.002270933,0.001611454,0.00365899
SubSaharan Africa,2015,Under 5 years,Both,Rheumatic heart disease,Percent of total DALYs,0.000269921,0.000210796,0.00034391
SubSaharan Africa,2015,Under 5 years,Both,Ischemic heart disease,Percent of total DALYs,8.08E-05,6.26E-05,0.000108196
SubSaharan Africa,2015,Under 5 years,Both,Cerebrovascular disease,Percent of total DALYs,0.001842507,0.001579084,0.002146717
SubSaharan Africa,2015,Under 5 years,Both,Hypertensive heart disease,Percent of total DALYs,2.01E-05,1.15E-05,2.68E-05
