Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Sub-Saharan Africa - WB,2015,15-49 years,Both,"Inguinal, femoral, and abdominal hernia",Percent of total DALYs,0.000388603,0.000245585,0.000543733
Sub-Saharan Africa - WB,2015,15-49 years,Both,Inflammatory bowel disease,Percent of total DALYs,0.001479225,0.001203536,0.001778072
Sub-Saharan Africa - WB,2015,15-49 years,Both,Vascular intestinal disorders,Percent of total DALYs,0.000149996,0.00012249,0.000186251
Sub-Saharan Africa - WB,2015,15-49 years,Both,Gallbladder and biliary diseases,Percent of total DALYs,0.000986485,0.00083507,0.001118506
Sub-Saharan Africa - WB,2015,15-49 years,Both,Pancreatitis,Percent of total DALYs,0.001251441,0.001037158,0.00153292
Sub-Saharan Africa - WB,2015,15-49 years,Both,Other digestive diseases,Percent of total DALYs,0.001771102,0.001351812,0.002298686
Sub-Saharan Africa - WB,2015,15-49 years,Both,Alzheimer disease and other dementias,Percent of total DALYs,3.04772E-05,1.85692E-05,4.74928E-05
Sub-Saharan Africa - WB,2015,15-49 years,Both,Parkinson disease,Percent of total DALYs,3.59585E-05,3.04228E-05,4.24855E-05
Sub-Saharan Africa - WB,2015,15-49 years,Both,Epilepsy,Percent of total DALYs,0.010270376,0.009079531,0.011445384
Sub-Saharan Africa - WB,2015,15-49 years,Both,Multiple sclerosis,Percent of total DALYs,0.000149568,0.000124468,0.000176224
Sub-Saharan Africa - WB,2015,15-49 years,Both,Migraine,Percent of total DALYs,0.015055538,0.009611461,0.021649614
Sub-Saharan Africa - WB,2015,15-49 years,Both,Tension-type headache,Percent of total DALYs,0.000650077,0.000305169,0.001166094
Sub-Saharan Africa - WB,2015,15-49 years,Both,Medication overuse headache,Percent of total DALYs,0.004928726,0.003345479,0.006783725
Sub-Saharan Africa - WB,2015,15-49 years,Both,Motor neuron disease,Percent of total DALYs,3.95727E-05,3.21091E-05,5.35235E-05
Sub-Saharan Africa - WB,2015,15-49 years,Both,Other neurological disorders,Percent of total DALYs,0.000542281,0.00043566,0.000674293
Sub-Saharan Africa - WB,2015,15-49 years,Both,Schizophrenia,Percent of total DALYs,0.005518244,0.004079717,0.006941695
Sub-Saharan Africa - WB,2015,15-49 years,Both,Alcohol use disorders,Percent of total DALYs,0.005001049,0.004084581,0.006060662
Sub-Saharan Africa - WB,2015,15-49 years,Both,Drug use disorders,Percent of total DALYs,0.005747674,0.004668517,0.007176736
Sub-Saharan Africa - WB,2015,15-49 years,Both,Depressive disorders,Percent of total DALYs,0.034978911,0.024945302,0.046146268
Sub-Saharan Africa - WB,2015,15-49 years,Both,Bipolar disorder,Percent of total DALYs,0.005738137,0.003685925,0.008558998
Sub-Saharan Africa - WB,2015,15-49 years,Both,Anxiety disorders,Percent of total DALYs,0.011212047,0.00773772,0.015466736
Sub-Saharan Africa - WB,2015,15-49 years,Both,Eating disorders,Percent of total DALYs,0.000524869,0.00037516,0.000702693
Sub-Saharan Africa - WB,2015,15-49 years,Both,Autistic spectrum disorders,Percent of total DALYs,0.004522618,0.00329862,0.005939186
Sub-Saharan Africa - WB,2015,15-49 years,Both,Attention-deficit/hyperactivity disorder,Percent of total DALYs,0.000273952,0.000173058,0.000392821
Sub-Saharan Africa - WB,2015,15-49 years,Both,Conduct disorder,Percent of total DALYs,0.002308087,0.001348944,0.003662784
Sub-Saharan Africa - WB,2015,15-49 years,Both,Idiopathic developmental intellectual disability,Percent of total DALYs,0.00159313,0.000705988,0.002683964
Sub-Saharan Africa - WB,2015,15-49 years,Both,Other mental and substance use disorders,Percent of total DALYs,0.004966016,0.003650584,0.006457654
Sub-Saharan Africa - WB,2015,15-49 years,Both,Diabetes mellitus,Percent of total DALYs,0.012455199,0.011070374,0.013904269
Sub-Saharan Africa - WB,2015,15-49 years,Both,Acute glomerulonephritis,Percent of total DALYs,2.44849E-05,2.14021E-05,2.80179E-05
Sub-Saharan Africa - WB,2015,15-49 years,Both,Chronic kidney disease,Percent of total DALYs,0.00773342,0.00687578,0.00863084
Sub-Saharan Africa - WB,2015,15-49 years,Both,Urinary diseases and male infertility,Percent of total DALYs,0.00238043,0.001928946,0.002992036
Sub-Saharan Africa - WB,2015,15-49 years,Both,Gynecological diseases,Percent of total DALYs,0.007055157,0.005283376,0.009141071
Sub-Saharan Africa - WB,2015,15-49 years,Both,Hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.009978683,0.008747382,0.012180492
Sub-Saharan Africa - WB,2015,15-49 years,Both,"Endocrine, metabolic, blood, and immune disorders",Percent of total DALYs,0.002368473,0.001976635,0.002872387
Sub-Saharan Africa - WB,2015,15-49 years,Both,Rheumatoid arthritis,Percent of total DALYs,0.001519338,0.00110437,0.00197933
Sub-Saharan Africa - WB,2015,15-49 years,Both,Osteoarthritis,Percent of total DALYs,0.001225833,0.000909821,0.001544875
Sub-Saharan Africa - WB,2015,15-49 years,Both,Low back and neck pain,Percent of total DALYs,0.032681348,0.024707551,0.04163045
Sub-Saharan Africa - WB,2015,15-49 years,Both,Gout,Percent of total DALYs,0.000307843,0.000214406,0.000418751
Sub-Saharan Africa - WB,2015,15-49 years,Both,Other musculoskeletal disorders,Percent of total DALYs,0.008564057,0.006148546,0.011595526
Sub-Saharan Africa - WB,2015,15-49 years,Both,Congenital anomalies,Percent of total DALYs,0.006219891,0.004939821,0.0076334
Sub-Saharan Africa - WB,2015,15-49 years,Both,Skin and subcutaneous diseases,Percent of total DALYs,0.019515526,0.013518388,0.027705099
Sub-Saharan Africa - WB,2015,15-49 years,Both,Sense organ diseases,Percent of total DALYs,0.018643103,0.013756101,0.024095535
Sub-Saharan Africa - WB,2015,15-49 years,Both,Oral disorders,Percent of total DALYs,0.005337563,0.003281858,0.008140913
Sub-Saharan Africa - WB,2015,15-49 years,Both,Sudden infant death syndrome,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,15-49 years,Both,Road injuries,Percent of total DALYs,0.030883353,0.026973402,0.035437823
Sub-Saharan Africa - WB,2015,15-49 years,Both,Other transport injuries,Percent of total DALYs,0.001927769,0.001579497,0.002358613
Sub-Saharan Africa - WB,2015,15-49 years,Both,Falls,Percent of total DALYs,0.006614573,0.005839709,0.007410508
Sub-Saharan Africa - WB,2015,15-49 years,Both,Drowning,Percent of total DALYs,0.005260922,0.004457713,0.006272497
Sub-Saharan Africa - WB,2015,15-49 years,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.004606572,0.004105668,0.005211163
Sub-Saharan Africa - WB,2015,15-49 years,Both,Poisonings,Percent of total DALYs,0.002210927,0.001866959,0.002871468
Sub-Saharan Africa - WB,2015,15-49 years,Both,Exposure to mechanical forces,Percent of total DALYs,0.007557524,0.006530243,0.008520073
Sub-Saharan Africa - WB,2015,15-49 years,Both,Adverse effects of medical treatment,Percent of total DALYs,0.002898964,0.002063686,0.003586301
Sub-Saharan Africa - WB,2015,15-49 years,Both,Animal contact,Percent of total DALYs,0.00268814,0.002154741,0.003086428
Sub-Saharan Africa - WB,2015,15-49 years,Both,Foreign body,Percent of total DALYs,0.004208027,0.003204366,0.005579262
Sub-Saharan Africa - WB,2015,15-49 years,Both,Other unintentional injuries,Percent of total DALYs,0.004013111,0.003574189,0.0044754
Sub-Saharan Africa - WB,2015,15-49 years,Both,Self-harm,Percent of total DALYs,0.014719894,0.012641065,0.017498701
Sub-Saharan Africa - WB,2015,15-49 years,Both,Interpersonal violence,Percent of total DALYs,0.018165593,0.015511672,0.021917387
Sub-Saharan Africa - WB,2015,15-49 years,Both,Exposure to forces of nature,Percent of total DALYs,0.000162111,0.000104372,0.000230058
Sub-Saharan Africa - WB,2015,15-49 years,Both,Collective violence and legal intervention,Percent of total DALYs,0.008683188,0.004787284,0.01355419
Sub-Saharan Africa - WB,2015,15-49 years,Both,Maternal deaths aggravated by HIV/AIDS,Percent of total DALYs,0.000728391,0.000435244,0.001073348
Sub-Saharan Africa - WB,2015,15-49 years,Both,Environmental heat and cold exposure,Percent of total DALYs,0.003658868,0.003054909,0.004367726
Sub-Saharan Africa - WB,2015,15-49 years,Both,Ebola,Percent of total DALYs,0.001197455,0.000931981,0.001477812
Sub-Saharan Africa - WB,2015,50-69 years,Both,Tuberculosis,Percent of total DALYs,0.044581985,0.034392388,0.057759245
Sub-Saharan Africa - WB,2015,50-69 years,Both,HIV/AIDS,Percent of total DALYs,0.056262727,0.049617039,0.063715905
Sub-Saharan Africa - WB,2015,50-69 years,Both,Diarrheal diseases,Percent of total DALYs,0.038597846,0.034088043,0.043311791
Sub-Saharan Africa - WB,2015,50-69 years,Both,Intestinal infectious diseases,Percent of total DALYs,0.000231601,9.87816E-05,0.000469954
Sub-Saharan Africa - WB,2015,50-69 years,Both,Lower respiratory infections,Percent of total DALYs,0.0564713,0.046073036,0.064657386
Sub-Saharan Africa - WB,2015,50-69 years,Both,Upper respiratory infections,Percent of total DALYs,0.000430618,0.000281776,0.000659348
Sub-Saharan Africa - WB,2015,50-69 years,Both,Otitis media,Percent of total DALYs,0.000607695,0.00040517,0.000875688
Sub-Saharan Africa - WB,2015,50-69 years,Both,Meningitis,Percent of total DALYs,0.008973751,0.007447922,0.010694324
Sub-Saharan Africa - WB,2015,50-69 years,Both,Encephalitis,Percent of total DALYs,0.000660185,0.000585706,0.000784036
Sub-Saharan Africa - WB,2015,50-69 years,Both,Diphtheria,Percent of total DALYs,1.90146E-05,7.98681E-06,4.19862E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Whooping cough,Percent of total DALYs,2.17819E-05,6.75261E-06,5.51271E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Tetanus,Percent of total DALYs,0.001546975,0.000968924,0.002892139
Sub-Saharan Africa - WB,2015,50-69 years,Both,Measles,Percent of total DALYs,8.96219E-06,2.62164E-06,2.35231E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Varicella and herpes zoster,Percent of total DALYs,0.000184683,0.000129522,0.000268578
Sub-Saharan Africa - WB,2015,50-69 years,Both,Malaria,Percent of total DALYs,0.021461231,0.012402959,0.034170127
Sub-Saharan Africa - WB,2015,50-69 years,Both,Chagas disease,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,50-69 years,Both,Leishmaniasis,Percent of total DALYs,0.000259032,0.000143419,0.000506289
Sub-Saharan Africa - WB,2015,50-69 years,Both,African trypanosomiasis,Percent of total DALYs,0.00026031,0.000123119,0.000434513
Sub-Saharan Africa - WB,2015,50-69 years,Both,Schistosomiasis,Percent of total DALYs,0.004474258,0.002621901,0.007441566
Sub-Saharan Africa - WB,2015,50-69 years,Both,Cysticercosis,Percent of total DALYs,0.000533558,0.000332031,0.000799254
Sub-Saharan Africa - WB,2015,50-69 years,Both,Cystic echinococcosis,Percent of total DALYs,7.56761E-05,6.34291E-05,8.88059E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Lymphatic filariasis,Percent of total DALYs,0.00283876,0.001590807,0.004469011
Sub-Saharan Africa - WB,2015,50-69 years,Both,Onchocerciasis,Percent of total DALYs,0.003794954,0.00199169,0.006598572
Sub-Saharan Africa - WB,2015,50-69 years,Both,Trachoma,Percent of total DALYs,0.000405586,0.000262015,0.000589928
Sub-Saharan Africa - WB,2015,50-69 years,Both,Dengue,Percent of total DALYs,5.86275E-05,3.78194E-05,8.57675E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Yellow fever,Percent of total DALYs,0.000171186,3.60435E-05,0.000501552
Sub-Saharan Africa - WB,2015,50-69 years,Both,Rabies,Percent of total DALYs,0.000481573,0.000317323,0.000706589
Sub-Saharan Africa - WB,2015,50-69 years,Both,Intestinal nematode infections,Percent of total DALYs,0.00106897,0.000649966,0.001633271
Sub-Saharan Africa - WB,2015,50-69 years,Both,Food-borne trematodiases,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other neglected tropical diseases,Percent of total DALYs,0.005881627,0.001536517,0.019000886
Sub-Saharan Africa - WB,2015,50-69 years,Both,Maternal hemorrhage,Percent of total DALYs,0.000172034,9.12705E-05,0.000325635
Sub-Saharan Africa - WB,2015,50-69 years,Both,Maternal sepsis and other maternal infections,Percent of total DALYs,2.77525E-05,9.82075E-06,6.52789E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Maternal hypertensive disorders,Percent of total DALYs,3.14135E-05,1.47431E-05,6.09185E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Maternal obstructed labor and uterine rupture,Percent of total DALYs,0.000278783,0.000190165,0.000387385
Sub-Saharan Africa - WB,2015,50-69 years,Both,"Maternal abortion, miscarriage, and ectopic pregnancy",Percent of total DALYs,4.00179E-05,1.77323E-05,7.95747E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Indirect maternal deaths,Percent of total DALYs,5.78173E-05,2.86415E-05,0.000111233
Sub-Saharan Africa - WB,2015,50-69 years,Both,Late maternal deaths,Percent of total DALYs,1.78302E-05,7.55245E-06,3.70943E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other maternal disorders,Percent of total DALYs,8.35155E-05,4.98394E-05,0.000138756
Sub-Saharan Africa - WB,2015,50-69 years,Both,Neonatal preterm birth complications,Percent of total DALYs,0.00012787,9.53521E-05,0.000169288
Sub-Saharan Africa - WB,2015,50-69 years,Both,Neonatal encephalopathy due to birth asphyxia and trauma,Percent of total DALYs,0.000497277,0.000302256,0.00082182
Sub-Saharan Africa - WB,2015,50-69 years,Both,Neonatal sepsis and other neonatal infections,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,50-69 years,Both,Hemolytic disease and other neonatal jaundice,Percent of total DALYs,4.64811E-05,3.48901E-05,6.03747E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other neonatal disorders,Percent of total DALYs,0.000107518,5.92831E-05,0.000188183
Sub-Saharan Africa - WB,2015,50-69 years,Both,Protein-energy malnutrition,Percent of total DALYs,0.004150706,0.00306328,0.007064064
Sub-Saharan Africa - WB,2015,50-69 years,Both,Iodine deficiency,Percent of total DALYs,0.000876709,0.000608933,0.001256063
Sub-Saharan Africa - WB,2015,50-69 years,Both,Vitamin A deficiency,Percent of total DALYs,5.36192E-05,3.29366E-05,0.000077345
Sub-Saharan Africa - WB,2015,50-69 years,Both,Iron-deficiency anemia,Percent of total DALYs,0.011298012,0.009324156,0.013571494
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other nutritional deficiencies,Percent of total DALYs,0.000434103,0.000249078,0.000783975
Sub-Saharan Africa - WB,2015,50-69 years,Both,Sexually transmitted diseases excluding HIV,Percent of total DALYs,0.001056205,0.000844434,0.001332696
Sub-Saharan Africa - WB,2015,50-69 years,Both,Hepatitis,Percent of total DALYs,0.002148925,0.001904593,0.002416437
Sub-Saharan Africa - WB,2015,50-69 years,Both,Leprosy,Percent of total DALYs,0.000051628,3.63821E-05,6.84879E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other infectious diseases,Percent of total DALYs,0.001770523,0.001338125,0.002223012
Sub-Saharan Africa - WB,2015,50-69 years,Both,Esophageal cancer,Percent of total DALYs,0.009249265,0.008218268,0.010512526
Sub-Saharan Africa - WB,2015,50-69 years,Both,Stomach cancer,Percent of total DALYs,0.00976796,0.008695638,0.010870856
Sub-Saharan Africa - WB,2015,50-69 years,Both,Liver cancer,Percent of total DALYs,0.014273177,0.012009378,0.016208899
Sub-Saharan Africa - WB,2015,50-69 years,Both,Larynx cancer,Percent of total DALYs,0.001733637,0.001546498,0.001925349
Sub-Saharan Africa - WB,2015,50-69 years,Both,"Tracheal, bronchus, and lung cancer",Percent of total DALYs,0.0097425,0.008774208,0.010670392
Sub-Saharan Africa - WB,2015,50-69 years,Both,Breast cancer,Percent of total DALYs,0.00938379,0.008170294,0.010875037
Sub-Saharan Africa - WB,2015,50-69 years,Both,Cervical cancer,Percent of total DALYs,0.014198545,0.010832163,0.016996634
Sub-Saharan Africa - WB,2015,50-69 years,Both,Uterine cancer,Percent of total DALYs,0.002433311,0.002002688,0.002971145
Sub-Saharan Africa - WB,2015,50-69 years,Both,Prostate cancer,Percent of total DALYs,0.005533997,0.003969293,0.006785129
Sub-Saharan Africa - WB,2015,50-69 years,Both,Colon and rectum cancer,Percent of total DALYs,0.007440542,0.006754724,0.00813198
Sub-Saharan Africa - WB,2015,50-69 years,Both,Lip and oral cavity cancer,Percent of total DALYs,0.002009664,0.001823134,0.002203364
Sub-Saharan Africa - WB,2015,50-69 years,Both,Nasopharynx cancer,Percent of total DALYs,0.00054124,0.000418173,0.000623968
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other pharynx cancer,Percent of total DALYs,0.000747605,0.000671601,0.000834325
Sub-Saharan Africa - WB,2015,50-69 years,Both,Gallbladder and biliary tract cancer,Percent of total DALYs,0.001664035,0.00143253,0.001956539
Sub-Saharan Africa - WB,2015,50-69 years,Both,Pancreatic cancer,Percent of total DALYs,0.00521832,0.004635406,0.005857663
Sub-Saharan Africa - WB,2015,50-69 years,Both,Malignant skin melanoma,Percent of total DALYs,0.000498683,0.000433123,0.000582552
Sub-Saharan Africa - WB,2015,50-69 years,Both,Non-melanoma skin cancer,Percent of total DALYs,0.000488904,0.000440905,0.000536785
Sub-Saharan Africa - WB,2015,50-69 years,Both,Ovarian cancer,Percent of total DALYs,0.002895826,0.002438848,0.003412186
Sub-Saharan Africa - WB,2015,50-69 years,Both,Testicular cancer,Percent of total DALYs,9.91788E-05,8.13548E-05,0.000125172
Sub-Saharan Africa - WB,2015,50-69 years,Both,Kidney cancer,Percent of total DALYs,0.001445949,0.001283577,0.001632115
Sub-Saharan Africa - WB,2015,50-69 years,Both,Bladder cancer,Percent of total DALYs,0.00253251,0.002304221,0.002780917
Sub-Saharan Africa - WB,2015,50-69 years,Both,Brain and nervous system cancer,Percent of total DALYs,0.002222753,0.001898678,0.002584734
Sub-Saharan Africa - WB,2015,50-69 years,Both,Thyroid cancer,Percent of total DALYs,0.000398637,0.000340822,0.000469891
Sub-Saharan Africa - WB,2015,50-69 years,Both,Mesothelioma,Percent of total DALYs,0.000243964,0.000218618,0.000270536
Sub-Saharan Africa - WB,2015,50-69 years,Both,Hodgkin lymphoma,Percent of total DALYs,0.000178096,0.000128657,0.000231733
Sub-Saharan Africa - WB,2015,50-69 years,Both,Non-Hodgkin lymphoma,Percent of total DALYs,0.003037604,0.002545514,0.003434499
Sub-Saharan Africa - WB,2015,50-69 years,Both,Multiple myeloma,Percent of total DALYs,0.001995498,0.001729332,0.002298533
Sub-Saharan Africa - WB,2015,50-69 years,Both,Leukemia,Percent of total DALYs,0.002892782,0.002605946,0.003174382
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other neoplasms,Percent of total DALYs,0.007768232,0.006482418,0.009219818
Sub-Saharan Africa - WB,2015,50-69 years,Both,Rheumatic heart disease,Percent of total DALYs,0.00418343,0.003724906,0.004661595
Sub-Saharan Africa - WB,2015,50-69 years,Both,Ischemic heart disease,Percent of total DALYs,0.077067122,0.069316602,0.083764061
Sub-Saharan Africa - WB,2015,50-69 years,Both,Cerebrovascular disease,Percent of total DALYs,0.077885012,0.069217176,0.085787539
Sub-Saharan Africa - WB,2015,50-69 years,Both,Hypertensive heart disease,Percent of total DALYs,0.017346343,0.013921984,0.022753009
Sub-Saharan Africa - WB,2015,50-69 years,Both,Cardiomyopathy and myocarditis,Percent of total DALYs,0.003717896,0.003224557,0.004269515
Sub-Saharan Africa - WB,2015,50-69 years,Both,Atrial fibrillation and flutter,Percent of total DALYs,0.000747497,0.000560254,0.000974422
Sub-Saharan Africa - WB,2015,50-69 years,Both,Aortic aneurysm,Percent of total DALYs,0.001347664,0.001159863,0.001564366
Sub-Saharan Africa - WB,2015,50-69 years,Both,Peripheral vascular disease,Percent of total DALYs,0.000519409,0.000365432,0.000761178
Sub-Saharan Africa - WB,2015,50-69 years,Both,Endocarditis,Percent of total DALYs,0.001365422,0.00095926,0.001708499
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other cardiovascular and circulatory diseases,Percent of total DALYs,0.022928563,0.020798495,0.025351746
Sub-Saharan Africa - WB,2015,50-69 years,Both,Chronic obstructive pulmonary disease,Percent of total DALYs,0.020572413,0.018310675,0.022713335
Sub-Saharan Africa - WB,2015,50-69 years,Both,Pneumoconiosis,Percent of total DALYs,0.000519976,0.00038517,0.000661826
Sub-Saharan Africa - WB,2015,50-69 years,Both,Asthma,Percent of total DALYs,0.014577454,0.012818752,0.016695509
Sub-Saharan Africa - WB,2015,50-69 years,Both,Interstitial lung disease and pulmonary sarcoidosis,Percent of total DALYs,0.000639817,0.000500799,0.000836006
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other chronic respiratory diseases,Percent of total DALYs,0.001839145,0.001283208,0.002451507
Sub-Saharan Africa - WB,2015,50-69 years,Both,Cirrhosis and other chronic liver diseases due to hepatitis B,Percent of total DALYs,0.009901431,0.007592784,0.012601413
Sub-Saharan Africa - WB,2015,50-69 years,Both,Cirrhosis and other chronic liver diseases due to hepatitis C,Percent of total DALYs,0.006233303,0.004655931,0.008029237
Sub-Saharan Africa - WB,2015,50-69 years,Both,Cirrhosis and other chronic liver diseases due to alcohol use,Percent of total DALYs,0.012068109,0.010128873,0.014301316
Sub-Saharan Africa - WB,2015,50-69 years,Both,Cirrhosis and other chronic liver diseases due to other causes,Percent of total DALYs,0.004710897,0.003876865,0.005653678
Sub-Saharan Africa - WB,2015,50-69 years,Both,Peptic ulcer disease,Percent of total DALYs,0.006473903,0.005318028,0.007554228
Sub-Saharan Africa - WB,2015,50-69 years,Both,Gastritis and duodenitis,Percent of total DALYs,0.004555204,0.003533061,0.005712297
Sub-Saharan Africa - WB,2015,50-69 years,Both,Appendicitis,Percent of total DALYs,0.000825356,0.000655367,0.000997784
Sub-Saharan Africa - WB,2015,50-69 years,Both,Paralytic ileus and intestinal obstruction,Percent of total DALYs,0.006969987,0.005940198,0.008415698
Sub-Saharan Africa - WB,2015,50-69 years,Both,"Inguinal, femoral, and abdominal hernia",Percent of total DALYs,0.000884431,0.000598344,0.001298279
Sub-Saharan Africa - WB,2015,50-69 years,Both,Inflammatory bowel disease,Percent of total DALYs,0.001450213,0.001202809,0.001685511
Sub-Saharan Africa - WB,2015,50-69 years,Both,Vascular intestinal disorders,Percent of total DALYs,0.000528146,0.000447357,0.000642866
Sub-Saharan Africa - WB,2015,50-69 years,Both,Gallbladder and biliary diseases,Percent of total DALYs,0.001850051,0.001621419,0.00212381
Sub-Saharan Africa - WB,2015,50-69 years,Both,Pancreatitis,Percent of total DALYs,0.001240505,0.001058468,0.001475771
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other digestive diseases,Percent of total DALYs,0.003093083,0.002314764,0.004093686
Sub-Saharan Africa - WB,2015,50-69 years,Both,Alzheimer disease and other dementias,Percent of total DALYs,0.002799857,0.0021091,0.003484825
Sub-Saharan Africa - WB,2015,50-69 years,Both,Parkinson disease,Percent of total DALYs,0.000410856,0.000351659,0.000467842
Sub-Saharan Africa - WB,2015,50-69 years,Both,Epilepsy,Percent of total DALYs,0.004233824,0.003774352,0.004726149
Sub-Saharan Africa - WB,2015,50-69 years,Both,Multiple sclerosis,Percent of total DALYs,0.000172245,0.000134012,0.000201768
Sub-Saharan Africa - WB,2015,50-69 years,Both,Migraine,Percent of total DALYs,0.005429649,0.003314806,0.008056274
Sub-Saharan Africa - WB,2015,50-69 years,Both,Tension-type headache,Percent of total DALYs,0.000247886,0.000113901,0.000451565
Sub-Saharan Africa - WB,2015,50-69 years,Both,Medication overuse headache,Percent of total DALYs,0.003343509,0.002193681,0.004739021
Sub-Saharan Africa - WB,2015,50-69 years,Both,Motor neuron disease,Percent of total DALYs,0.000123071,0.000100448,0.000180394
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other neurological disorders,Percent of total DALYs,0.000525856,0.000455602,0.000614014
Sub-Saharan Africa - WB,2015,50-69 years,Both,Schizophrenia,Percent of total DALYs,0.00399161,0.002964826,0.004994655
Sub-Saharan Africa - WB,2015,50-69 years,Both,Alcohol use disorders,Percent of total DALYs,0.0030448,0.002593601,0.003598631
Sub-Saharan Africa - WB,2015,50-69 years,Both,Drug use disorders,Percent of total DALYs,0.001698651,0.001323236,0.002167669
Sub-Saharan Africa - WB,2015,50-69 years,Both,Depressive disorders,Percent of total DALYs,0.018448264,0.01304628,0.024788606
Sub-Saharan Africa - WB,2015,50-69 years,Both,Bipolar disorder,Percent of total DALYs,0.001555356,0.000969255,0.002298901
Sub-Saharan Africa - WB,2015,50-69 years,Both,Anxiety disorders,Percent of total DALYs,0.004206587,0.002892094,0.005782462
Sub-Saharan Africa - WB,2015,50-69 years,Both,Eating disorders,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,50-69 years,Both,Autistic spectrum disorders,Percent of total DALYs,0.001631862,0.001170999,0.00213571
Sub-Saharan Africa - WB,2015,50-69 years,Both,Attention-deficit/hyperactivity disorder,Percent of total DALYs,1.28E-07,3.80E-08,3.06E-07
Sub-Saharan Africa - WB,2015,50-69 years,Both,Conduct disorder,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,50-69 years,Both,Idiopathic developmental intellectual disability,Percent of total DALYs,0.000440078,0.000181874,0.000759025
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other mental and substance use disorders,Percent of total DALYs,0.002433005,0.001767971,0.003190323
Sub-Saharan Africa - WB,2015,50-69 years,Both,Diabetes mellitus,Percent of total DALYs,0.047896768,0.044198847,0.051800584
Sub-Saharan Africa - WB,2015,50-69 years,Both,Acute glomerulonephritis,Percent of total DALYs,1.51257E-05,1.18235E-05,2.58666E-05
Sub-Saharan Africa - WB,2015,50-69 years,Both,Chronic kidney disease,Percent of total DALYs,0.012308236,0.011194711,0.013566098
Sub-Saharan Africa - WB,2015,50-69 years,Both,Urinary diseases and male infertility,Percent of total DALYs,0.005345704,0.004362968,0.006715177
Sub-Saharan Africa - WB,2015,50-69 years,Both,Gynecological diseases,Percent of total DALYs,0.002206899,0.001592898,0.003017044
Sub-Saharan Africa - WB,2015,50-69 years,Both,Hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.004532789,0.003944305,0.005707332
Sub-Saharan Africa - WB,2015,50-69 years,Both,"Endocrine, metabolic, blood, and immune disorders",Percent of total DALYs,0.002610301,0.002208989,0.003193622
Sub-Saharan Africa - WB,2015,50-69 years,Both,Rheumatoid arthritis,Percent of total DALYs,0.002316334,0.001724208,0.002996299
Sub-Saharan Africa - WB,2015,50-69 years,Both,Osteoarthritis,Percent of total DALYs,0.007230872,0.005302147,0.009238534
Sub-Saharan Africa - WB,2015,50-69 years,Both,Low back and neck pain,Percent of total DALYs,0.039649225,0.029000207,0.0508254
Sub-Saharan Africa - WB,2015,50-69 years,Both,Gout,Percent of total DALYs,0.000655439,0.000450333,0.000891013
Sub-Saharan Africa - WB,2015,50-69 years,Both,Other musculoskeletal disorders,Percent of total DALYs,0.003191095,0.002113444,0.004474864
Sub-Saharan Africa - WB,2015,50-69 years,Both,Congenital anomalies,Percent of total DALYs,0.001990175,0.001577292,0.002521692
Sub-Saharan Africa - WB,2015,50-69 years,Both,Skin and subcutaneous diseases,Percent of total DALYs,0.00944039,0.007389149,0.012120099
Sub-Saharan Africa - WB,2015,50-69 years,Both,Sense organ diseases,Percent of total DALYs,0.032834465,0.02359164,0.044332049
Sub-Saharan Africa - WB,2015,50-69 years,Both,Oral disorders,Percent of total DALYs,0.005909232,0.003649927,0.00910182
Sub-Saharan Africa - WB,2015,50-69 years,Both,Sudden infant death syndrome,Percent of total DALYs,0,0,0
Sub-Saharan Africa - WB,2015,50-69 years,Both,Road injuries,Percent of total DALYs,0.015019805,0.013624275,0.016484186
